,word,transcript,neighbours
150,"['б', 'е', 'с', 'с', 'и', 'л', 'ь', 'н', 'е', 'е']","[""b'"", 'i', ""s'"", ""s'"", 'i', ""l'"", ""n'"", 'i', 'i']",[]
151,"['б', 'е', 'с', 'с', 'и', 'л', 'ь', 'н', 'ы']","[""b'"", 'i', ""s'"", ""s'"", 'i', ""l'"", 'n', 'y']",[]
152,"['б', 'е', 'с', 'с', 'м', 'ы', 'с', 'л', 'е', 'н', 'н', 'о']","[""b'"", 'i', 's', 's', 'm', 'y', 's', ""l'"", 'i', 'n', 'n', 'a']",[]
153,"['б', 'е', 'с', 'с', 'о', 'з', 'н', 'а', 'т', 'е', 'л', 'ь', 'н', 'о']","[""b'"", 'i', 's', 's', 'a', 'z', 'n', 'a', ""t'"", 'i', ""l'"", 'n', 'a']",[]
154,"['б', 'е', 'с', 'с', 'о', 'н', 'н', 'и', 'ц', 'е', 'й']","[""b'"", 'i', 's', 's', 'o', ""n'"", 'i', 'c', 'y', 'j']",[]
155,"['б', 'е', 'с', 'т', 'а', 'к', 'т', 'н', 'о', 'с', 'т', 'е', 'й']","[""b'"", 'i', 's', 't', 'a', 'k', 't', 'n', 'a', ""s'"", ""t'"", 'i', 'j']",[]
156,"['б', 'е', 'с', 'т', 'а', 'к', 'т', 'н', 'о', 'с', 'т', 'и']","[""b'"", 'i', 's', 't', 'a', 'k', 't', 'n', 'a', ""s'"", ""t'"", 'i']","[[""b'"", 'i', 's', 't', 'a', 'k', 't', 'n', 'a', ""s'"", ""t'""]]"
157,"['б', 'е', 'с', 'т', 'а', 'к', 'т', 'н', 'о', 'с', 'т', 'ь']","[""b'"", 'i', 's', 't', 'a', 'k', 't', 'n', 'a', ""s'"", ""t'""]","[[""b'"", 'i', 's', 't', 'a', 'k', 't', 'n', 'a', ""s'"", ""t'"", 'i']]"
158,"['б', 'е', 'с', 'ч', 'у', 'в', 'с', 'т', 'в', 'е', 'н', 'н', 'о', 'с', 'т', 'ь']","[""b'"", 'i', 'sc', 'u', 's', 't', ""v'"", 'i', 'n', 'a', ""s'"", ""t'""]",[]
159,"['б', 'е', 'т', 'о', 'н', 'и', 'р', 'о', 'в', 'а', 'н', 'н', 'а', 'я']","[""b'"", 'i', 't', 'a', ""n'"", 'i', 'r', 'a', 'v', 'a', 'n', 'a', 'j', 'a']",[]
160,"['б', 'е', 'т', 'о', 'н', 'н', 'ы', 'м']","[""b'"", 'i', 't', 'o', 'n', 'n', 'y', 'm']",[]
161,"['б', 'е', 'т', 'х', 'о', 'в', 'е', 'н', 'а']","[""b'"", 'i', 't', 'h', 'o', ""v'"", 'i', 'n', 'a']",[]
162,"['б', 'и', 'б', 'л', 'и', 'о', 'г', 'р', 'а', 'ф', 'о', 'м']","[""b'"", 'i', 'b', ""l'"", 'i', 'o', 'g', 'r', 'a', 'f', 'a', 'm']",[]
163,"['б', 'и', 'б', 'л', 'и', 'о', 'т', 'е', 'к', 'и']","[""b'"", 'i', 'b', ""l'"", 'i', 'a', ""t'"", 'e', ""k'"", 'i']",[]
164,"['б', 'и', 'д', 'о', 'н', 'ч', 'и', 'к']","[""b'"", 'i', 'd', 'o', ""n'"", 'ch', 'i', 'k']",[]
165,"['б', 'и', 'л', 'е', 'т', 'ы']","[""b'"", 'i', ""l'"", 'e', 't', 'y']",[]
166,"['б', 'и', 'л', 'ь', 'я', 'р', 'д', 'е']","[""b'"", 'i', ""l'"", 'j', 'a', 'r', ""d'"", 'i']",[]
167,"['б', 'и', 'р', 'ж', 'е', 'в', 'ы', 'е']","[""b'"", 'i', 'r', 'zh', 'y', 'v', 'y', 'j', 'i']",[]
168,"['б', 'и', 'т', 'ь']","[""b'"", 'i', ""t'""]","[['zh', 'y', ""t'""], ['z', ""b'"", 'i', ""t'""], [""v'"", 'i', ""t'""], [""p'"", 'i', ""t'""], ['b', 'y', ""t'""]]"
169,"['б', 'л', 'а', 'г', 'о']","['b', 'l', 'a', 'g', 'a']",[]
170,"['б', 'л', 'а', 'г', 'о', 'д', 'а', 'р', 'и', 'л']","['b', 'l', 'a', 'g', 'a', 'd', 'a', ""r'"", 'i', 'l']",[]
171,"['б', 'л', 'а', 'г', 'о', 'д', 'а', 'р', 'и', 'т', 'ь']","['b', 'l', 'a', 'g', 'a', 'd', 'a', ""r'"", 'i', ""t'""]",[]
172,"['б', 'л', 'а', 'г', 'о', 'д', 'а', 'р', 'н', 'о', 'с', 'т', 'ь', 'ю']","['b', 'l', 'a', 'g', 'a', 'd', 'a', 'r', 'n', 'a', ""s'"", ""t'"", 'j', 'u']",[]
173,"['б', 'л', 'а', 'г', 'о', 'д', 'а', 'р', 'я', 'т']","['b', 'l', 'a', 'g', 'a', 'd', 'a', ""r'"", 'a', 'd']",[]
174,"['б', 'л', 'а', 'г', 'о', 'ж', 'е', 'л', 'а', 'т', 'е', 'л', 'ь', 'н', 'о']","['b', 'l', 'a', 'g', 'a', 'zh', 'y', 'l', 'a', ""t'"", 'i', ""l'"", 'n', 'a']",[]
175,"['б', 'л', 'а', 'г', 'о', 'р', 'о', 'д', 'н', 'о']","['b', 'l', 'a', 'g', 'a', 'r', 'o', 'd', 'n', 'a']",[]
176,"['б', 'л', 'а', 'г', 'о', 'р', 'о', 'д', 'н', 'ы', 'м']","['b', 'l', 'a', 'g', 'a', 'r', 'o', 'd', 'n', 'y', 'm']","[['b', 'l', 'a', 'g', 'a', 'r', 'o', 'd', 'n', 'y', ""m'"", 'i']]"
177,"['б', 'л', 'а', 'г', 'о', 'р', 'о', 'д', 'н', 'ы', 'м', 'и']","['b', 'l', 'a', 'g', 'a', 'r', 'o', 'd', 'n', 'y', ""m'"", 'i']","[['b', 'l', 'a', 'g', 'a', 'r', 'o', 'd', 'n', 'y', 'm']]"
178,"['б', 'л', 'а', 'ж', 'е', 'н', 'н', 'о', 'й']","['b', 'l', 'a', 'zh', 'e', 'n', 'a', 'j']",[]
179,"['б', 'л', 'а', 'ж', 'е', 'н', 'с', 'т', 'в', 'а']","['b', 'l', 'a', 'zh', 'e', 'n', 's', 't', 'v', 'a']","[['b', 'l', 'a', 'zh', 'e', 'n', 's', 't', 'v', 'a']]"
180,"['б', 'л', 'а', 'ж', 'е', 'н', 'с', 'т', 'в', 'о']","['b', 'l', 'a', 'zh', 'e', 'n', 's', 't', 'v', 'a']","[['b', 'l', 'a', 'zh', 'e', 'n', 's', 't', 'v', 'a']]"
181,"['б', 'л', 'е', 'д', 'н', 'о', 'е']","['b', ""l'"", 'e', 'd', 'n', 'a', 'j', 'i']",[]
182,"['б', 'л', 'е', 'д', 'н', 'о', 'с', 'т', 'и']","['b', ""l'"", 'e', 'd', 'n', 'a', ""s'"", ""t'"", 'i']",[]
183,"['б', 'л', 'е', 'с', 'к', 'а']","['b', ""l'"", 'e', 's', 'k', 'a']",[]
184,"['б', 'л', 'е', 'с', 'т', 'е', 'л', 'и']","['b', ""l'"", 'i', ""s'"", ""t'"", 'e', ""l'"", 'i']","[['b', ""l'"", 'i', ""s'"", ""t'"", 'e', 'l', 'a']]"
185,"['б', 'л', 'е', 'с', 'т', 'е', 'л', 'о']","['b', ""l'"", 'i', ""s'"", ""t'"", 'e', 'l', 'a']","[['b', ""l'"", 'i', ""s'"", ""t'"", 'e', ""l'"", 'i']]"
186,"['б', 'л', 'е', 'с', 'т', 'я', 'щ', 'е', 'й']","['b', ""l'"", 'i', ""s'"", ""t'"", 'a', 'sc', 'i', 'j']",[]
187,"['б', 'л', 'е', 'с', 'т', 'я', 'щ', 'у', 'ю']","['b', ""l'"", 'i', ""s'"", ""t'"", 'a', 'sc', 'u', 'j', 'u']",[]
188,"['б', 'л', 'е', 'щ', 'е', 'т']","['b', ""l'"", 'e', 'sc', 'i', 't']",[]
189,"['б', 'л', 'и', 'ж', 'е']","['b', ""l'"", 'i', 'zh', 'y']",[]
190,"['б', 'л', 'и', 'з', 'к', 'и', 'е']","['b', ""l'"", 'i', 's', ""k'"", 'i', 'j', 'i']","[['b', ""l'"", 'i', 's', ""k'"", 'i', 'h']]"
191,"['б', 'л', 'и', 'з', 'к', 'и', 'х']","['b', ""l'"", 'i', 's', ""k'"", 'i', 'h']","[['b', ""l'"", 'i', 's', ""k'"", 'i', 'j', 'i']]"
192,"['б', 'л', 'и', 'з', 'к', 'о']","['b', ""l'"", 'i', 's', 'k', 'a']",[]
193,"['б', 'л', 'и', 'з', 'о', 'р', 'у', 'к', 'и', 'е']","['b', ""l'"", 'i', 'z', 'a', 'r', 'u', ""k'"", 'i', 'j', 'i']",[]
194,"['б', 'л', 'и', 'ц', 'ы']","['b', ""l'"", 'i', 'c', 'y']",[]
195,"['б', 'л', 'о', 'к', 'а']","['b', 'l', 'o', 'k', 'a']",[]
196,"['б', 'л', 'о', 'к', 'н', 'о', 'т']","['b', 'l', 'a', 'k', 'n', 'o', 't']",[]
197,"['б', 'о', 'г']","['b', 'o', 'h']","[['m', 'o', 'k'], ['n', 'o', 'k'], ['b', 'o', 'g', 'u'], ['b', 'o', 'k']]"
198,"['б', 'о', 'г', 'у']","['b', 'o', 'g', 'u']","[['b', 'o', 'h']]"
199,"['б', 'о', 'д', 'р', 'о']","['b', 'o', 'd', 'r', 'a']",[]
200,"['б', 'о', 'д', 'р', 'о', 'с', 'т', 'ь', 'ю']","['b', 'o', 'd', 'r', 'a', ""s'"", ""t'"", 'j', 'u']",[]
201,"['б', 'о', 'д', 'р', 'ы', 'м']","['b', 'o', 'd', 'r', 'y', 'm']",[]
202,"['б', 'о', 'ж', 'е']","['b', 'o', 'zh', 'y']","[['t', 'o', 'zh', 'y'], ['l', 'o', 'zh', 'y']]"
203,"['б', 'о', 'и', 'т', 'с', 'я']","['b', 'a', 'i', 'c', 'a']","[['b', 'a', 'j', 'a', 'c', 'a']]"
204,"['б', 'о', 'и', 'ш', 'ь', 'с', 'я']","['b', 'a', 'i', 'sh', ""s'"", 'a']",[]
205,"['б', 'о', 'к']","['b', 'o', 'k']","[['b', 'o', 'h']]"
206,"['б', 'о', 'к', 'а', 'л', 'ы']","['b', 'a', 'k', 'a', 'l', 'y']",[]
207,"['б', 'о', 'к', 'о', 'в', 'у', 'ю']","['b', 'a', 'k', 'a', 'v', 'u', 'j', 'u']",[]
208,"['б', 'о', 'к', 'о', 'м']","['b', 'o', 'k', 'a', 'm']","[['t', 'o', 'k', 'a', 'm']]"
209,"['б', 'о', 'л', 'е', 'е']","['b', 'o', ""l'"", 'i', 'i']","[['b', 'o', ""l'"", 'i', 'n']]"
210,"['б', 'о', 'л', 'е', 'з', 'н', 'е', 'н', 'н', 'о']","['b', 'a', ""l'"", 'e', ""z'"", ""n'"", 'i', 'n', 'n', 'a']",[]
211,"['б', 'о', 'л', 'е', 'з', 'н', 'и']","['b', 'a', ""l'"", 'e', ""z'"", ""n'"", 'i']","[['b', 'a', ""l'"", 'e', ""z'"", ""n'""]]"
212,"['б', 'о', 'л', 'е', 'з', 'н', 'ь']","['b', 'a', ""l'"", 'e', ""z'"", ""n'""]","[['b', 'a', ""l'"", 'e', ""z'"", ""n'"", 'j', 'u'], ['b', 'a', ""l'"", 'e', ""z'"", ""n'"", 'i']]"
213,"['б', 'о', 'л', 'е', 'з', 'н', 'ь', 'ю']","['b', 'a', ""l'"", 'e', ""z'"", ""n'"", 'j', 'u']","[['b', 'a', ""l'"", 'e', ""z'"", ""n'""]]"
214,"['б', 'о', 'л', 'е', 'л', 'а']","['b', 'a', ""l'"", 'e', 'l', 'a']","[[""b'"", 'i', ""l'"", 'e', 'l', 'a']]"
215,"['б', 'о', 'л', 'е', 'н']","['b', 'o', ""l'"", 'i', 'n']","[['b', 'o', ""l'"", 'i', 'i']]"
216,"['б', 'о', 'л', 'е', 'т', 'ь']","['b', 'a', ""l'"", 'e', ""t'""]",[]
217,"['б', 'о', 'л', 'и']","['b', 'o', ""l'"", 'i']","[['b', 'y', ""l'"", 'i'], ['r', 'o', ""l'"", 'i'], ['b', 'a', ""l'"", 'i', 't']]"
218,"['б', 'о', 'л', 'и', 'т']","['b', 'a', ""l'"", 'i', 't']","[['b', 'o', ""l'"", 'i']]"
219,"['б', 'о', 'л', 'т', 'у', 'н']","['b', 'a', 'l', 't', 'u', 'n']",[]
220,"['б', 'о', 'л', 'ь', 'н', 'и', 'ц', 'у']","['b', 'a', ""l'"", ""n'"", 'i', 'c', 'u']","[['b', 'a', ""l'"", ""n'"", 'i', 'c', 'y']]"
221,"['б', 'о', 'л', 'ь', 'н', 'и', 'ц', 'ы']","['b', 'a', ""l'"", ""n'"", 'i', 'c', 'y']","[['b', 'a', ""l'"", ""n'"", 'i', 'c', 'u']]"
222,"['б', 'о', 'л', 'ь', 'н', 'о']","['b', 'o', ""l'"", 'n', 'a']","[['b', 'a', ""l'"", 'n', 'o', 'j'], ['b', 'a', ""l'"", 'n', 'o', 'i']]"
223,"['б', 'о', 'л', 'ь', 'н', 'о', 'е']","['b', 'a', ""l'"", 'n', 'o', 'i']","[['b', 'a', ""l'"", 'n', 'y', 'j', 'i'], ['b', 'o', ""l'"", 'n', 'a'], ['b', 'a', ""l'"", 'n', 'o', 'j'], ['b', 'a', ""l'"", 'sh', 'o', 'j', 'i']]"
224,"['б', 'о', 'л', 'ь', 'н', 'о', 'й']","['b', 'a', ""l'"", 'n', 'o', 'j']","[['b', 'o', ""l'"", 'n', 'a'], ['b', 'a', ""l'"", 'sh', 'o', 'j'], ['b', 'a', ""l'"", 'n', 'o', 'i']]"
225,"['б', 'о', 'л', 'ь', 'н', 'ы', 'е']","['b', 'a', ""l'"", 'n', 'y', 'j', 'i']","[['b', 'a', ""l'"", 'n', 'o', 'i'], ['b', 'a', ""l'"", 'n', 'y', 'm']]"
226,"['б', 'о', 'л', 'ь', 'н', 'ы', 'м']","['b', 'a', ""l'"", 'n', 'y', 'm']","[['b', 'a', ""l'"", 'n', 'y', 'j', 'i']]"
227,"['б', 'о', 'л', 'ь', 'ш', 'а', 'к']","['b', 'a', ""l'"", 'sh', 'a', 'k']","[['b', 'a', ""l'"", 'sh', 'a', 'j', 'a']]"
228,"['б', 'о', 'л', 'ь', 'ш', 'а', 'я']","['b', 'a', ""l'"", 'sh', 'a', 'j', 'a']","[['b', 'a', ""l'"", 'sh', 'a', 'k']]"
229,"['б', 'о', 'л', 'ь', 'ш', 'е']","['b', 'o', ""l'"", 'sh', 'y']","[['b', 'a', ""l'"", 'sh', 'o', 'j', 'i'], ['b', 'o', ""l'"", 'sh', 'y', 'j'], ['d', 'o', ""l'"", 'sh', 'y'], ['b', 'a', ""l'"", 'sh', 'y', 'j', 'i']]"
230,"['б', 'о', 'л', 'ь', 'ш', 'е', 'й']","['b', 'o', ""l'"", 'sh', 'y', 'j']","[['b', 'o', ""l'"", 'sh', 'y'], ['b', 'a', ""l'"", 'sh', 'o', 'j']]"
231,"['б', 'о', 'л', 'ь', 'ш', 'и', 'е']","['b', 'a', ""l'"", 'sh', 'y', 'j', 'i']","[['b', 'o', ""l'"", 'sh', 'y'], ['b', 'a', ""l'"", 'sh', 'y', 'm'], ['b', 'a', ""l'"", 'sh', 'o', 'j', 'i']]"
232,"['б', 'о', 'л', 'ь', 'ш', 'и', 'м']","['b', 'a', ""l'"", 'sh', 'y', 'm']","[['b', 'a', ""l'"", 'sh', 'y', ""m'"", 'i'], ['b', 'a', ""l'"", 'sh', 'y', 'j', 'i']]"
233,"['б', 'о', 'л', 'ь', 'ш', 'и', 'м', 'и']","['b', 'a', ""l'"", 'sh', 'y', ""m'"", 'i']","[['b', 'a', ""l'"", 'sh', 'y', 'm']]"
234,"['б', 'о', 'л', 'ь', 'ш', 'о', 'е']","['b', 'a', ""l'"", 'sh', 'o', 'j', 'i']","[['b', 'o', ""l'"", 'sh', 'y'], ['b', 'a', ""l'"", 'sh', 'y', 'j', 'i'], ['b', 'a', ""l'"", 'sh', 'o', 'j'], ['b', 'a', ""l'"", 'n', 'o', 'i']]"
235,"['б', 'о', 'л', 'ь', 'ш', 'о', 'й']","['b', 'a', ""l'"", 'sh', 'o', 'j']","[['b', 'o', ""l'"", 'sh', 'y', 'j'], ['b', 'a', ""l'"", 'n', 'o', 'j'], ['b', 'a', ""l'"", 'sh', 'o', 'j', 'i']]"
236,"['б', 'о', 'л', 'ь', 'ш', 'у', 'ю']","['b', 'a', ""l'"", 'sh', 'u', 'j', 'u']",[]
237,"['б', 'о', 'л', 'ь', 'ш', 'у', 'ю']","['b', 'o', ""l'"", 'sh', 'u', 'j', 'u']",[]
238,"['б', 'о', 'м', 'б', 'у']","['b', 'o', 'm', 'b', 'u']",[]
239,"['б', 'о', 'р', 'м', 'о', 'т', 'а', 'л']","['b', 'a', 'r', 'm', 'a', 't', 'a', 'l']","[['b', 'a', 'r', 'm', 'a', 't', 'a', 'l', 'a']]"
240,"['б', 'о', 'р', 'м', 'о', 'т', 'а', 'л', 'а']","['b', 'a', 'r', 'm', 'a', 't', 'a', 'l', 'a']","[['b', 'a', 'r', 'm', 'a', 't', 'a', 'l']]"
241,"['б', 'о', 'р', 'м', 'о', 'т', 'а', 'н', 'и', 'е', 'м']","['b', 'a', 'r', 'm', 'a', 't', 'a', ""n'"", 'i', 'j', 'i', 'm']",[]
242,"['б', 'о', 'р', 'о', 'д', 'к', 'а']","['b', 'a', 'r', 'o', 't', 'k', 'a']","[['b', 'a', 'r', 'o', 't', ""k'"", 'i']]"
243,"['б', 'о', 'р', 'о', 'д', 'к', 'а', 'м', 'и']","['b', 'a', 'r', 'o', 't', 'k', 'a', ""m'"", 'i']",[]
244,"['б', 'о', 'р', 'о', 'д', 'к', 'и']","['b', 'a', 'r', 'o', 't', ""k'"", 'i']","[['b', 'a', 'r', 'o', 't', 'k', 'a']]"
245,"['б', 'о', 'р', 'о', 'д', 'к', 'о', 'й']","['b', 'a', 'r', 'o', 't', 'k', 'a', 'j']",[]
246,"['б', 'о', 'р', 'о', 'д', 'у']","['b', 'o', 'r', 'a', 'd', 'u']",[]
247,"['б', 'о', 'р', 'о', 'л', 'с', 'я']","['b', 'a', 'r', 'o', 'l', ""s'"", 'i']",[]
248,"['б', 'о', 'с', 'о', 'й']","['b', 'a', 's', 'o', 'j']",[]
249,"['б', 'о', 'т', 'и', 'н', 'к', 'и']","['b', 'a', ""t'"", 'i', 'n', ""k'"", 'i']",[]
250,"['б', 'о', 'т', 'и', 'н', 'о', 'ч', 'к', 'и']","['b', 'a', ""t'"", 'i', 'n', 'a', 'ch', ""k'"", 'i']",[]
251,"['б', 'о', 'т', 'к', 'и', 'н', 'с', 'к', 'у', 'ю']","['b', 'o', 't', ""k'"", 'i', 'n', 's', 'k', 'u', 'j', 'u']",[]
252,"['б', 'о', 'ю', 'с', 'ь']","['b', 'a', 'j', 'u', ""s'""]",[]
253,"['б', 'о', 'я', 'л', 'а', 'с', 'ь']","['b', 'a', 'j', 'a', 'l', 'a', ""s'""]","[['b', 'a', 'j', 'a', ""l'"", 'i', ""s'""]]"
254,"['б', 'о', 'я', 'л', 'и', 'с', 'ь']","['b', 'a', 'j', 'a', ""l'"", 'i', ""s'""]","[['b', 'a', 'j', 'a', 'l', 'a', ""s'""]]"
255,"['б', 'о', 'я', 'л', 'с', 'я']","['b', 'a', 'j', 'a', 'l', ""s'"", 'a']","[['b', 'a', 'j', 'a', 'c', 'a']]"
256,"['б', 'о', 'я', 'т', 'с', 'я']","['b', 'a', 'j', 'a', 'c', 'a']","[['b', 'a', 'j', 'a', 'l', ""s'"", 'a'], ['b', 'a', 'i', 'c', 'a']]"
257,"['б', 'р', 'а', 'т', 'ь', 'я']","['b', 'r', 'a', ""t'"", 'j', 'a']","[['b', 'r', 'a', ""t'""]]"
258,"['б', 'р', 'а', 'к', 'а']","['b', 'r', 'a', 'k', 'a']","[['b', 'r', 'a', ""k'"", 'i'], ['b', 'r', 'a', 't', 'a']]"
259,"['б', 'р', 'а', 'к', 'е']","['b', 'r', 'a', ""k'"", 'i']","[['b', 'r', 'a', 'k', 'a']]"
260,"['б', 'р', 'а', 'к', 'о', 'в']","['b', 'r', 'a', 'k', 'a', 'f']",[]
261,"['б', 'р', 'а', 'т']","['b', 'r', 'a', 't']","[['b', 'r', 'a', 't', 'u'], ['b', 'r', 'a', 't', 'a'], ['b', 'r', 'a', ""t'""]]"
262,"['б', 'р', 'а', 'т', 'а']","['b', 'r', 'a', 't', 'a']","[['b', 'r', 'a', 't'], ['b', 'r', 'a', ""t'""], ['b', 'r', 'a', 't', 'u'], ['b', 'r', 'a', 'k', 'a']]"
263,"['б', 'р', 'а', 'т', 'н', 'и', 'н']","['b', 'r', 'a', ""t'"", ""n'"", 'i', 'n']",[]
264,"['б', 'р', 'а', 'т', 'о', 'м']","['b', 'r', 'a', 't', 'a', 'm']",[]
265,"['б', 'р', 'а', 'т', 'у']","['b', 'r', 'a', 't', 'u']","[['b', 'r', 'a', 't'], ['b', 'r', 'a', 't', 'a'], ['b', 'r', 'a', ""t'""]]"
266,"['б', 'р', 'а', 'т', 'ь']","['b', 'r', 'a', ""t'""]","[['b', 'r', 'a', ""t'"", 'j', 'a'], ['b', 'r', 'a', 't', 'a'], ['b', 'r', 'a', 't'], ['b', 'r', 'a', 't', 'u'], ['a', 'r', 'a', ""t'""]]"
267,"['б', 'р', 'а', 'т', 'ь', 'е', 'в']","['b', 'r', 'a', ""t'"", 'j', 'i', 'f']",[]
268,"['б', 'р', 'а', 'т', 'ь', 'я']","['b', 'r', 'a', ""t'"", 'j', 'a']","[['b', 'r', 'a', ""t'""]]"
269,"['б', 'р', 'а', 'т', 'ь', 'я', 'м', 'и']","['b', 'r', 'a', ""t'"", 'j', 'i', ""m'"", 'i']",[]
270,"['б', 'р', 'е', 'в', 'е', 'н', 'ч', 'а', 'т', 'ы', 'й']","['b', ""r'"", 'i', ""v'"", 'e', ""n'"", 'ch', 'i', 't', 'y', 'j']",[]
271,"['б', 'р', 'и', 'л', 'с', 'я']","['b', ""r'"", 'i', 'l', ""s'"", 'i']",[]
272,"['б', 'р', 'о', 'в', 'и']","['b', 'r', 'o', ""v'"", 'i']",[]
273,"['б', 'р', 'о', 'д', 'и', 'л']","['b', 'r', 'a', ""d'"", 'i', 'l']","[['b', 'r', 'o', ""s'"", 'i', 'l']]"
274,"['б', 'р', 'о', 'с', 'а', 'л', 'а']","['b', 'r', 'a', 's', 'a', 'l', 'a']","[['b', 'r', 'o', ""s'"", 'i', 'l', 'a']]"
275,"['б', 'р', 'о', 'с', 'а', 'л', 'о', 'с', 'ь']","['b', 'r', 'a', 's', 'a', 'l', 'a', ""z'""]",[]
276,"['б', 'р', 'о', 'с', 'а', 'я']","['b', 'r', 'a', 's', 'a', 'j', 'a']",[]
277,"['б', 'р', 'о', 'с', 'и', 'л']","['b', 'r', 'o', ""s'"", 'i', 'l']","[['b', 'r', 'o', ""s'"", 'i', 'l', 'a'], ['p', 'r', 'a', ""s'"", 'i', 'l'], ['b', 'r', 'a', ""d'"", 'i', 'l'], ['b', 'r', 'o', ""s'"", 'i', 't'], ['b', 'r', 'o', ""s'"", 'i', 'l', 'a']]"
278,"['б', 'р', 'о', 'с', 'и', 'л', 'а']","['b', 'r', 'o', ""s'"", 'i', 'l', 'a']","[['b', 'r', 'o', ""s'"", 'i', 'l'], ['b', 'r', 'o', ""s'"", 'i', 'l', 'a'], ['b', 'r', 'a', 's', 'a', 'l', 'a'], ['p', 'r', 'a', ""s'"", 'i', 'l', 'a']]"
279,"['б', 'р', 'о', 'с', 'и', 'л', 'о']","['b', 'r', 'o', ""s'"", 'i', 'l', 'a']","[['b', 'r', 'o', ""s'"", 'i', 'l', 'a'], ['b', 'r', 'o', ""s'"", 'i', 'l']]"
280,"['б', 'р', 'о', 'с', 'и', 'л', 'с', 'я']","['b', 'r', 'o', ""s'"", 'i', 'l', ""s'"", 'a']",[]
281,"['б', 'р', 'о', 'с', 'и', 'т']","['b', 'r', 'o', ""s'"", 'i', 't']","[['p', 'r', 'o', ""s'"", 'i', 't'], ['b', 'r', 'o', ""s'"", 'i', 'l'], ['b', 'r', 'o', ""s'"", 'i', ""t'""]]"
282,"['б', 'р', 'о', 'с', 'и', 'т', 'ь']","['b', 'r', 'o', ""s'"", 'i', ""t'""]","[['p', 'r', 'a', ""s'"", 'i', ""t'""], ['b', 'r', 'o', ""s'"", 'i', 't']]"
283,"['б', 'р', 'ю', 'к', 'и']","['b', ""r'"", 'u', ""k'"", 'i']",[]
284,"['б', 'р', 'ю', 'н', 'е', 'т']","['b', ""r'"", 'u', 'n', 'e', 't']",[]
285,"['б', 'р', 'я', 'к', 'н', 'у', 'л']","['b', ""r'"", 'a', 'k', 'n', 'u', 'l']",[]
286,"['б', 'р', 'я', 'к', 'н', 'у', 'т', 'о']","['b', ""r'"", 'a', 'k', 'n', 'u', 't', 'a']",[]
287,"['б', 'у', 'б', 'н', 'и', 'л', 'а']","['b', 'u', 'b', ""n'"", 'i', 'l', 'a']",[]
288,"['б', 'у', 'д', 'е', 'м']","['b', 'u', ""d'"", 'i', 'm']","[['b', 'u', ""d'"", 'i', 't']]"
289,"['б', 'у', 'д', 'е', 'т']","['b', 'u', ""d'"", 'i', 't']","[['b', 'u', ""f'"", 'e', 't'], ['b', 'u', 'd', 'u', 't'], ['b', 'u', ""d'"", 'i', 'm'], ['b', 'u', ""d'"", 'i', ""t'"", 'i']]"
290,"['б', 'у', 'д', 'е', 'т', 'е']","['b', 'u', ""d'"", 'i', ""t'"", 'i']","[['b', 'u', ""f'"", 'e', ""t'"", 'i'], ['b', 'u', ""d'"", 'i', 't']]"
291,"['б', 'у', 'д', 'е', 'ш', 'ь']","['b', 'u', ""d'"", 'i', 'sh']",[]
292,"['б', 'у', 'д', 'к', 'а']","['b', 'u', 't', 'k', 'a']",[]
293,"['б', 'у', 'д', 'н', 'и', 'ч', 'н', 'о']","['b', 'u', ""d'"", ""n'"", 'i', 'ch', 'n', 'a']",[]
294,"['б', 'у', 'д', 'т', 'о']","['b', 'u', 't', 't', 'a']",[]
295,"['б', 'у', 'д', 'у']","['b', 'u', 'd', 'u']","[['b', 'u', 'd', 'u', 't'], ['b', 'u', ""t'""]]"
296,"['б', 'у', 'д', 'у', 'т']","['b', 'u', 'd', 'u', 't']","[['b', 'u', 'd', 'u'], ['b', 'u', ""d'"", 'i', 't']]"
297,"['б', 'у', 'д', 'у', 'щ', 'е', 'м']","['b', 'u', 'd', 'u', 'sc', 'i', 'm']",[]
298,"['б', 'у', 'д', 'у', 'щ', 'и', 'й']","['b', 'u', 'd', 'u', 'sc', 'i', 'j']",[]
299,"['б', 'у', 'д', 'ь']","['b', 'u', ""t'""]","[['b', 'u', 'd', 'u']]"
300,"['б', 'у', 'й', 'с', 'т', 'в', 'у', 'е', 'т']","['b', 'u', 'j', 's', 't', 'v', 'u', 'j', 'i', 't']",[]
301,"['б', 'у', 'к', 'в', 'а', 'л', 'ь', 'н', 'о']","['b', 'u', 'k', 'v', 'a', ""l'"", 'n', 'a']",[]
302,"['б', 'у', 'к', 'в', 'а', 'м', 'и']","['b', 'u', 'k', 'v', 'a', ""m'"", 'i']",[]
303,"['б', 'у', 'к', 'в', 'ы']","['b', 'u', 'k', 'v', 'y']",[]
304,"['б', 'у', 'к', 'е', 'т', 'и', 'к']","['b', 'u', ""k'"", 'e', ""t'"", 'i', 'k']","[['b', 'u', ""k'"", 'e', ""t'"", 'i', ""k'"", 'i']]"
305,"['б', 'у', 'к', 'е', 'т', 'и', 'к', 'и']","['b', 'u', ""k'"", 'e', ""t'"", 'i', ""k'"", 'i']","[['b', 'u', ""k'"", 'e', ""t'"", 'i', 'k']]"
306,"['б', 'у', 'к', 'с', 'и', 'р', 'е']","['b', 'u', 'k', ""s'"", 'i', ""r'"", 'i']",[]
